"","X1","Provincie","Jaar_Kwartaal","Aantal_vacatures","Poep","Aantal_keren_stront_in_pot"
"2439",2439,"Gelderland","2017 Q4",28,"19",28
"2440",2440,"Gelderland","2017 Q3",22,"19",22
"2441",2441,"Gelderland","2017 Q2",18,"19",18
"2442",2442,"Gelderland","2017 Q1",17,"19",17
"2443",2443,NA,NA,NA,NA,NA
"2444",2444,NA,NA,NA,NA,NA
"2445",2445,"Gelderland","2016 Q4",15,"19",15
"2446",2446,NA,NA,NA,NA,NA
"2447",2447,"Gelderland","2016 Q2",11,"19",11
"2448",2448,NA,NA,NA,NA,NA
"2449",2449,NA,NA,NA,NA,NA
"2450",2450,"Gelderland","2016 Q1",6,"19",6
"2451",2451,"Gelderland","2016 Q3",6,"19",6
"2452",2452,"Limburg","2017 Q3",17,"19",17
"2453",2453,"Limburg","2017 Q2",12,"19",12
"2454",2454,"Limburg","2017 Q4",12,"19",12
"2455",2455,NA,NA,NA,NA,NA
"2456",2456,NA,NA,NA,NA,NA
"2457",2457,NA,NA,NA,NA,NA
"2458",2458,"Limburg","2016 Q2",9,"19",9
"2459",2459,NA,NA,NA,NA,NA
"2460",2460,"Limburg","2016 Q3",8,"19",8
"2461",2461,"Limburg","2016 Q1",7,"19",7
"2462",2462,"Limburg","2016 Q4",7,"19",7
"2463",2463,"Limburg","2017 Q1",5,"19",5
"2464",2464,NA,NA,NA,NA,NA
"2465",2465,NA,NA,NA,NA,NA
"2466",2466,NA,NA,NA,NA,NA
"2467",2467,"Zeeland","2016 Q4",7,"19",7
"2468",2468,"Zeeland","2017 Q2",7,"19",7
"2469",2469,"Zeeland","2017 Q3",7,"19",7
"2470",2470,"Zeeland","2017 Q4",7,"19",7
"2471",2471,NA,NA,NA,NA,NA
"2472",2472,"Zeeland","2016 Q1",5,"19",5
"2473",2473,"Zeeland","2016 Q3",4,"19",4
"2474",2474,NA,NA,NA,NA,NA
"2475",2475,NA,NA,NA,NA,NA
"2476",2476,"Zeeland","2017 Q1",3,"19",3
"2477",2477,"Zeeland","2016 Q2",1,"19",1
"2478",2478,NA,NA,NA,NA,NA
"2479",2479,NA,NA,NA,NA,NA
"2480",2480,NA,NA,NA,NA,NA
"2481",2481,"Friesland","2017 Q4",7,"19",7
"2482",2482,"Friesland","2016 Q3",5,"19",5
"2483",2483,"Friesland","2016 Q4",5,"19",5
"2484",2484,"Friesland","2017 Q3",5,"19",5
"2485",2485,NA,NA,NA,NA,NA
"2486",2486,"Friesland","2017 Q1",2,"19",2
"2487",2487,"Friesland","2017 Q2",2,"19",2
"2488",2488,NA,NA,NA,NA,NA
"2489",2489,"Friesland","2016 Q1",1,"19",1
"2490",2490,"Friesland","2016 Q2",1,"19",1
"2491",2491,"Drenthe","2017 Q3",8,"19",8
"2492",2492,"Drenthe","2017 Q4",8,"19",8
"2493",2493,NA,NA,NA,NA,NA
"2494",2494,NA,NA,NA,NA,NA
"2495",2495,"Drenthe","2016 Q3",4,"19",4
"2496",2496,"Drenthe","2017 Q2",4,"19",4
"2497",2497,NA,NA,NA,NA,NA
"2498",2498,NA,NA,NA,NA,NA
"2499",2499,NA,NA,NA,NA,NA
"2500",2500,"Drenthe","2016 Q4",3,"19",3
"2501",2501,"Drenthe","2016 Q1",2,"19",2
"2502",2502,"Drenthe","2016 Q2",2,"19",2
"2503",2503,"Drenthe","2017 Q1",0,"19",0
"2504",2504,"Groningen","2017 Q2",8,"19",8
"2505",2505,NA,NA,NA,NA,NA
"2506",2506,NA,NA,NA,NA,NA
"2507",2507,"Groningen","2016 Q4",4,"19",4
"2508",2508,"Groningen","2017 Q4",4,"19",4
"2509",2509,NA,NA,NA,NA,NA
"2510",2510,"Groningen","2016 Q2",3,"19",3
"2511",2511,"Groningen","2017 Q3",3,"19",3
"2512",2512,NA,NA,NA,NA,NA
"2513",2513,"Groningen","2017 Q1",2,"19",2
"2514",2514,"Groningen","2016 Q3",1,"19",1
"2515",2515,"Groningen","2016 Q1",0,"19",0
"2516",2516,NA,NA,NA,NA,NA
"2517",2517,NA,NA,NA,NA,NA
"2518",2518,"Flevoland","2017 Q4",4,"19",4
"2519",2519,NA,NA,NA,NA,NA
"2520",2520,"Flevoland","2016 Q2",3,"19",3
"2521",2521,"Flevoland","2016 Q4",3,"19",3
"2522",2522,"Flevoland","2017 Q3",3,"19",3
"2523",2523,"Flevoland","2016 Q3",2,"19",2
"2524",2524,"Flevoland","2017 Q2",2,"19",2
"2525",2525,NA,NA,NA,NA,NA
"2526",2526,"Flevoland","2016 Q1",1,"19",1
"2527",2527,"Flevoland","2017 Q1",0,"19",0
"2528",2528,"Noord Brabant","2017 Q2",43,"5",43
"2529",2529,"Noord Brabant","2017 Q4",43,"5",43
"2530",2530,"Noord Brabant","2017 Q1",35,"5",35
"2531",2531,"Noord Brabant","2017 Q3",35,"5",35
"2532",2532,"Noord Brabant","2016 Q2",29,"5",29
"2533",2533,NA,NA,NA,NA,NA
"2534",2534,"Noord Brabant","2016 Q3",27,"5",27
"2535",2535,"Noord Brabant","2016 Q1",25,"5",25
"2536",2536,NA,NA,NA,NA,NA
"2537",2537,"Noord Brabant","2016 Q4",22,"5",22
"2538",2538,NA,NA,NA,NA,NA
"2539",2539,NA,NA,NA,NA,NA
"2540",2540,NA,NA,NA,NA,NA
"2541",2541,"Zuid Holland","2017 Q4",29,"5",29
"2542",2542,"Zuid Holland","2017 Q3",23,"5",23
"2543",2543,"Zuid Holland","2017 Q2",20,"5",20
"2544",2544,NA,NA,NA,NA,NA
"2545",2545,"Zuid Holland","2017 Q1",19,"5",19
"2546",2546,NA,NA,NA,NA,NA
"2547",2547,"Zuid Holland","2016 Q2",18,"5",18
"2548",2548,"Zuid Holland","2016 Q4",18,"5",18
"2549",2549,"Zuid Holland","2016 Q3",16,"5",16
"2550",2550,NA,NA,NA,NA,NA
"2551",2551,NA,NA,NA,NA,NA
"2552",2552,"Zuid Holland","2016 Q1",11,"5",11
"2553",2553,NA,NA,NA,NA,NA
"2554",2554,"Noord Holland","2016 Q4",14,"5",14
"2555",2555,"Noord Holland","2017 Q1",14,"5",14
"2556",2556,NA,NA,NA,NA,NA
"2557",2557,"Noord Holland","2016 Q3",13,"5",13
"2558",2558,"Noord Holland","2017 Q3",13,"5",13
"2559",2559,"Noord Holland","2017 Q2",12,"5",12
"2560",2560,NA,NA,NA,NA,NA
"2561",2561,"Noord Holland","2016 Q1",10,"5",10
"2562",2562,NA,NA,NA,NA,NA
"2563",2563,NA,NA,NA,NA,NA
"2564",2564,"Noord Holland","2016 Q2",9,"5",9
"2565",2565,"Noord Holland","2017 Q4",8,"5",8
"2566",2566,NA,NA,NA,NA,NA
"2567",2567,"Gelderland","2017 Q1",17,"5",17
"2568",2568,"Gelderland","2016 Q2",14,"5",14
"2569",2569,"Gelderland","2017 Q2",13,"5",13
"2570",2570,"Gelderland","2017 Q3",13,"5",13
"2571",2571,NA,NA,NA,NA,NA
"2572",2572,"Gelderland","2016 Q4",12,"5",12
"2573",2573,"Gelderland","2017 Q4",12,"5",12
"2574",2574,NA,NA,NA,NA,NA
"2575",2575,"Gelderland","2016 Q1",6,"5",6
"2576",2576,"Gelderland","2016 Q3",6,"5",6
"2577",2577,NA,NA,NA,NA,NA
"2578",2578,NA,NA,NA,NA,NA
"2579",2579,NA,NA,NA,NA,NA
"2580",2580,"Onbekend","2017 Q3",14,"5",14
"2581",2581,"Onbekend","2017 Q2",13,"5",13
"2582",2582,"Onbekend","2017 Q1",12,"5",12
"2583",2583,"Onbekend","2017 Q4",12,"5",12
"2584",2584,NA,NA,NA,NA,NA
"2585",2585,"Onbekend","2016 Q4",11,"5",11
"2586",2586,NA,NA,NA,NA,NA
"2587",2587,"Onbekend","2016 Q3",9,"5",9
"2588",2588,NA,NA,NA,NA,NA
"2589",2589,NA,NA,NA,NA,NA
"2590",2590,"Onbekend","2016 Q1",6,"5",6
"2591",2591,NA,NA,NA,NA,NA
"2592",2592,"Onbekend","2016 Q2",4,"5",4
"2593",2593,"Limburg","2017 Q4",15,"5",15
"2594",2594,"Limburg","2017 Q2",14,"5",14
"2595",2595,"Limburg","2017 Q1",13,"5",13
"2596",2596,NA,NA,NA,NA,NA
"2597",2597,"Limburg","2016 Q1",11,"5",11
"2598",2598,"Limburg","2017 Q3",11,"5",11
"2599",2599,NA,NA,NA,NA,NA
"2600",2600,NA,NA,NA,NA,NA
"2601",2601,NA,NA,NA,NA,NA
"2602",2602,NA,NA,NA,NA,NA
"2603",2603,"Limburg","2016 Q4",5,"5",5
"2604",2604,"Limburg","2016 Q2",3,"5",3
"2605",2605,"Limburg","2016 Q3",2,"5",2
"2606",2606,"Zeeland","2017 Q2",17,"5",17
"2607",2607,"Zeeland","2017 Q1",14,"5",14
"2608",2608,"Zeeland","2016 Q2",12,"5",12
"2609",2609,"Zeeland","2016 Q3",9,"5",9
"2610",2610,"Zeeland","2016 Q4",8,"5",8
"2611",2611,"Zeeland","2017 Q3",8,"5",8
"2612",2612,"Zeeland","2017 Q4",6,"5",6
"2613",2613,NA,NA,NA,NA,NA
"2614",2614,"Zeeland","2016 Q1",4,"5",4
"2615",2615,NA,NA,NA,NA,NA
"2616",2616,NA,NA,NA,NA,NA
"2617",2617,NA,NA,NA,NA,NA
"2618",2618,NA,NA,NA,NA,NA
"2619",2619,"Utrecht","2016 Q4",12,"5",12
"2620",2620,NA,NA,NA,NA,NA
"2621",2621,"Utrecht","2017 Q1",11,"5",11
"2622",2622,"Utrecht","2016 Q2",9,"5",9
"2623",2623,"Utrecht","2016 Q1",8,"5",8
"2624",2624,"Utrecht","2016 Q3",7,"5",7
"2625",2625,NA,NA,NA,NA,NA
"2626",2626,"Utrecht","2017 Q2",6,"5",6
"2627",2627,"Utrecht","2017 Q3",6,"5",6
"2628",2628,NA,NA,NA,NA,NA
"2629",2629,"Utrecht","2017 Q4",4,"5",4
"2630",2630,NA,NA,NA,NA,NA
"2631",2631,"Overijssel","2017 Q3",14,"5",14
"2632",2632,"Overijssel","2017 Q2",8,"5",8
"2633",2633,"Overijssel","2017 Q4",8,"5",8
"2634",2634,NA,NA,NA,NA,NA
"2635",2635,"Overijssel","2016 Q2",6,"5",6
"2636",2636,"Overijssel","2016 Q1",5,"5",5
"2637",2637,"Overijssel","2017 Q1",5,"5",5
"2638",2638,"Overijssel","2016 Q4",4,"5",4
"2639",2639,NA,NA,NA,NA,NA
"2640",2640,"Overijssel","2016 Q3",3,"5",3
"2641",2641,NA,NA,NA,NA,NA
"2642",2642,NA,NA,NA,NA,NA
"2643",2643,NA,NA,NA,NA,NA
"2644",2644,NA,NA,NA,NA,NA
"2645",2645,"Drenthe","2017 Q1",6,"5",6
"2646",2646,"Drenthe","2017 Q2",5,"5",5
"2647",2647,"Drenthe","2017 Q4",5,"5",5
"2648",2648,"Drenthe","2016 Q3",4,"5",4
"2649",2649,"Drenthe","2016 Q1",3,"5",3
"2650",2650,"Drenthe","2017 Q3",3,"5",3
"2651",2651,"Drenthe","2016 Q2",2,"5",2
"2652",2652,NA,NA,NA,NA,NA
"2653",2653,NA,NA,NA,NA,NA
"2654",2654,NA,NA,NA,NA,NA
"2655",2655,"Drenthe","2016 Q4",1,"5",1
"2656",2656,"Groningen","2017 Q4",8,"5",8
"2657",2657,NA,NA,NA,NA,NA
"2658",2658,"Groningen","2017 Q1",7,"5",7
"2659",2659,"Groningen","2017 Q2",5,"5",5
"2660",2660,"Groningen","2016 Q2",4,"5",4
"2661",2661,"Groningen","2016 Q3",4,"5",4
"2662",2662,"Groningen","2016 Q4",4,"5",4
"2663",2663,NA,NA,NA,NA,NA
"2664",2664,"Groningen","2016 Q1",2,"5",2
"2665",2665,NA,NA,NA,NA,NA
"2666",2666,NA,NA,NA,NA,NA
"2667",2667,NA,NA,NA,NA,NA
"2668",2668,"Groningen","2017 Q3",1,"5",1
"2669",2669,"Friesland","2017 Q2",5,"5",5
"2670",2670,"Friesland","2017 Q4",4,"5",4
"2671",2671,NA,NA,NA,NA,NA
"2672",2672,"Friesland","2017 Q1",3,"5",3
"2673",2673,"Friesland","2017 Q3",3,"5",3
"2674",2674,NA,NA,NA,NA,NA
"2675",2675,"Friesland","2016 Q2",2,"5",2
"2676",2676,"Friesland","2016 Q1",1,"5",1
"2677",2677,"Friesland","2016 Q4",1,"5",1
"2678",2678,NA,NA,NA,NA,NA
"2679",2679,"Friesland","2016 Q3",0,"5",0
"2680",2680,"Flevoland","2017 Q3",3,"5",3
"2681",2681,NA,NA,NA,NA,NA
"2682",2682,NA,NA,NA,NA,NA
"2683",2683,"Flevoland","2016 Q2",1,"5",1
"2684",2684,"Flevoland","2016 Q4",1,"5",1
"2685",2685,"Flevoland","2017 Q1",1,"5",1
"2686",2686,"Flevoland","2017 Q2",1,"5",1
"2687",2687,"Flevoland","2017 Q4",1,"5",1
"2688",2688,NA,NA,NA,NA,NA
"2689",2689,"Flevoland","2016 Q1",0,"5",0
"2690",2690,"Flevoland","2016 Q3",0,"5",0
"2691",2691,"Noord Brabant","2016 Q3",34,"21",34
"2692",2692,"Noord Brabant","2016 Q4",26,"21",26
"2693",2693,"Noord Brabant","2017 Q3",26,"21",26
"2694",2694,"Noord Brabant","2017 Q2",23,"21",23
"2695",2695,"Noord Brabant","2017 Q4",23,"21",23
"2696",2696,"Noord Brabant","2017 Q1",22,"21",22
"2697",2697,NA,NA,NA,NA,NA
"2698",2698,"Noord Brabant","2016 Q2",12,"21",12
"2699",2699,NA,NA,NA,NA,NA
"2700",2700,"Noord Brabant","2016 Q1",11,"21",11
"2701",2701,NA,NA,NA,NA,NA
"2702",2702,NA,NA,NA,NA,NA
"2703",2703,NA,NA,NA,NA,NA
"2704",2704,"Gelderland","2017 Q3",35,"21",35
"2705",2705,"Gelderland","2017 Q2",32,"21",32
"2706",2706,"Gelderland","2016 Q3",25,"21",25
"2707",2707,"Gelderland","2017 Q4",25,"21",25
"2708",2708,"Gelderland","2016 Q2",14,"21",14
"2709",2709,NA,NA,NA,NA,NA
"2710",2710,"Gelderland","2016 Q4",12,"21",12
"2711",2711,"Gelderland","2017 Q1",10,"21",10
"2712",2712,"Gelderland","2016 Q1",9,"21",9
"2713",2713,NA,NA,NA,NA,NA
"2714",2714,NA,NA,NA,NA,NA
"2715",2715,NA,NA,NA,NA,NA
"2716",2716,NA,NA,NA,NA,NA
"2717",2717,"Onbekend","2017 Q2",24,"21",24
"2718",2718,"Onbekend","2017 Q3",24,"21",24
"2719",2719,"Onbekend","2017 Q4",20,"21",20
"2720",2720,"Onbekend","2016 Q3",15,"21",15
"2721",2721,NA,NA,NA,NA,NA
"2722",2722,"Onbekend","2016 Q1",10,"21",10
"2723",2723,"Onbekend","2016 Q2",10,"21",10
"2724",2724,"Onbekend","2017 Q1",10,"21",10
"2725",2725,"Onbekend","2016 Q4",6,"21",6
"2726",2726,NA,NA,NA,NA,NA
"2727",2727,NA,NA,NA,NA,NA
"2728",2728,NA,NA,NA,NA,NA
"2729",2729,NA,NA,NA,NA,NA
"2730",2730,"Limburg","2016 Q3",22,"21",22
"2731",2731,"Limburg","2017 Q2",16,"21",16
"2732",2732,"Limburg","2017 Q1",13,"21",13
"2733",2733,"Limburg","2017 Q3",11,"21",11
"2734",2734,"Limburg","2017 Q4",11,"21",11
"2735",2735,"Limburg","2016 Q1",9,"21",9
"2736",2736,"Limburg","2016 Q2",9,"21",9
"2737",2737,NA,NA,NA,NA,NA
"2738",2738,"Limburg","2016 Q4",8,"21",8
"2739",2739,NA,NA,NA,NA,NA
"2740",2740,NA,NA,NA,NA,NA
"2741",2741,NA,NA,NA,NA,NA
"2742",2742,NA,NA,NA,NA,NA
"2743",2743,"Utrecht","2017 Q2",29,"21",29
"2744",2744,"Utrecht","2017 Q3",19,"21",19
"2745",2745,"Utrecht","2016 Q4",12,"21",12
"2746",2746,"Utrecht","2017 Q4",11,"21",11
"2747",2747,"Utrecht","2016 Q2",9,"21",9
"2748",2748,"Utrecht","2017 Q1",6,"21",6
"2749",2749,"Utrecht","2016 Q3",5,"21",5
"2750",2750,NA,NA,NA,NA,NA
"2751",2751,NA,NA,NA,NA,NA
"2752",2752,"Utrecht","2016 Q1",3,"21",3
"2753",2753,NA,NA,NA,NA,NA
"2754",2754,NA,NA,NA,NA,NA
"2755",2755,"Zuid Holland","2017 Q4",31,"21",31
"2756",2756,"Zuid Holland","2017 Q2",18,"21",18
"2757",2757,"Zuid Holland","2017 Q3",18,"21",18
"2758",2758,"Zuid Holland","2016 Q2",8,"21",8
"2759",2759,"Zuid Holland","2017 Q1",6,"21",6
"2760",2760,NA,NA,NA,NA,NA
"2761",2761,NA,NA,NA,NA,NA
"2762",2762,"Zuid Holland","2016 Q3",4,"21",4
"2763",2763,"Zuid Holland","2016 Q4",4,"21",4
"2764",2764,NA,NA,NA,NA,NA
"2765",2765,NA,NA,NA,NA,NA
"2766",2766,NA,NA,NA,NA,NA
"2767",2767,"Zuid Holland","2016 Q1",1,"21",1
"2768",2768,"Noord Holland","2017 Q2",16,"21",16
"2769",2769,"Noord Holland","2016 Q3",15,"21",15
"2770",2770,"Noord Holland","2016 Q2",10,"21",10
"2771",2771,"Noord Holland","2016 Q4",9,"21",9
"2772",2772,"Noord Holland","2016 Q1",8,"21",8
"2773",2773,"Noord Holland","2017 Q3",8,"21",8
"2774",2774,"Noord Holland","2017 Q1",6,"21",6
"2775",2775,NA,NA,NA,NA,NA
"2776",2776,"Noord Holland","2017 Q4",5,"21",5
"2777",2777,NA,NA,NA,NA,NA
"2778",2778,NA,NA,NA,NA,NA
"2779",2779,NA,NA,NA,NA,NA
"2780",2780,NA,NA,NA,NA,NA
"2781",2781,"Overijssel","2016 Q3",10,"21",10
"2782",2782,"Overijssel","2016 Q4",6,"21",6
"2783",2783,"Overijssel","2017 Q2",6,"21",6
"2784",2784,"Overijssel","2017 Q3",6,"21",6
"2785",2785,"Overijssel","2017 Q4",5,"21",5
"2786",2786,"Overijssel","2016 Q2",4,"21",4
"2787",2787,NA,NA,NA,NA,NA
"2788",2788,"Overijssel","2016 Q1",3,"21",3
"2789",2789,"Overijssel","2017 Q1",2,"21",2
"2790",2790,NA,NA,NA,NA,NA
"2791",2791,NA,NA,NA,NA,NA
"2792",2792,"Drenthe","2016 Q3",5,"21",5
"2793",2793,"Drenthe","2017 Q2",3,"21",3
"2794",2794,"Drenthe","2017 Q3",3,"21",3
"2795",2795,"Drenthe","2016 Q4",2,"21",2
"2796",2796,"Drenthe","2017 Q1",2,"21",2
"2797",2797,"Drenthe","2017 Q4",2,"21",2
"2798",2798,NA,NA,NA,NA,NA
"2799",2799,"Drenthe","2016 Q2",1,"21",1
"2800",2800,NA,NA,NA,NA,NA
"2801",2801,"Drenthe","2016 Q1",0,"21",0
"2802",2802,"Flevoland","2017 Q2",4,"21",4
"2803",2803,"Flevoland","2017 Q3",4,"21",4
"2804",2804,NA,NA,NA,NA,NA
"2805",2805,"Flevoland","2016 Q2",2,"21",2
"2806",2806,"Flevoland","2016 Q4",2,"21",2
"2807",2807,"Flevoland","2017 Q1",2,"21",2
"2808",2808,NA,NA,NA,NA,NA
"2809",2809,"Flevoland","2016 Q3",1,"21",1
"2810",2810,"Flevoland","2017 Q4",1,"21",1
"2811",2811,NA,NA,NA,NA,NA
"2812",2812,"Flevoland","2016 Q1",0,"21",0
"2813",2813,"Groningen","2016 Q1",2,"21",2
"2814",2814,"Groningen","2017 Q2",2,"21",2
"2815",2815,NA,NA,NA,NA,NA
"2816",2816,"Groningen","2017 Q3",1,"21",1
"2817",2817,"Groningen","2017 Q4",1,"21",1
"2818",2818,NA,NA,NA,NA,NA
"2819",2819,NA,NA,NA,NA,NA
"2820",2820,NA,NA,NA,NA,NA
"2821",2821,"Groningen","2016 Q2",0,"21",0
"2822",2822,"Groningen","2016 Q3",0,"21",0
"2823",2823,"Groningen","2016 Q4",0,"21",0
"2824",2824,"Groningen","2017 Q1",0,"21",0
"2825",2825,"Friesland","2017 Q2",3,"21",3
"2826",2826,"Friesland","2017 Q4",2,"21",2
"2827",2827,"Friesland","2016 Q1",1,"21",1
"2828",2828,"Friesland","2016 Q2",1,"21",1
"2829",2829,"Friesland","2016 Q3",0,"21",0
"2830",2830,"Friesland","2016 Q4",0,"21",0
"2831",2831,"Friesland","2017 Q1",0,"21",0
"2832",2832,"Friesland","2017 Q3",0,"21",0
"2833",2833,"Zeeland","2016 Q1",2,"21",2
"2834",2834,"Zeeland","2017 Q2",2,"21",2
"2835",2835,NA,NA,NA,NA,NA
"2836",2836,"Zeeland","2016 Q2",1,"21",1
"2837",2837,"Zeeland","2017 Q4",1,"21",1
"2838",2838,NA,NA,NA,NA,NA
"2839",2839,NA,NA,NA,NA,NA
"2840",2840,"Zeeland","2016 Q3",0,"21",0
"2841",2841,"Zeeland","2016 Q4",0,"21",0
"2842",2842,"Zeeland","2017 Q1",0,"21",0
"2843",2843,"Zeeland","2017 Q3",0,"21",0
"2844",2844,"Noord Brabant","2016 Q4",26,"15",26
"2845",2845,"Noord Brabant","2016 Q3",18,"15",18
"2846",2846,"Noord Brabant","2017 Q2",18,"15",18
"2847",2847,"Noord Brabant","2017 Q4",17,"15",17
"2848",2848,"Noord Brabant","2017 Q3",16,"15",16
"2849",2849,"Noord Brabant","2016 Q2",14,"15",14
"2850",2850,"Noord Brabant","2017 Q1",14,"15",14
"2851",2851,NA,NA,NA,NA,NA
"2852",2852,"Noord Brabant","2016 Q1",9,"15",9
"2853",2853,NA,NA,NA,NA,NA
"2854",2854,NA,NA,NA,NA,NA
"2855",2855,NA,NA,NA,NA,NA
"2856",2856,NA,NA,NA,NA,NA
"2857",2857,"Gelderland","2017 Q2",31,"15",31
"2858",2858,"Gelderland","2017 Q3",29,"15",29
"2859",2859,"Gelderland","2017 Q4",19,"15",19
"2860",2860,"Gelderland","2016 Q3",16,"15",16
"2861",2861,"Gelderland","2016 Q4",11,"15",11
"2862",2862,"Gelderland","2017 Q1",8,"15",8
"2863",2863,NA,NA,NA,NA,NA
"2864",2864,NA,NA,NA,NA,NA
"2865",2865,NA,NA,NA,NA,NA
"2866",2866,"Gelderland","2016 Q1",3,"15",3
"2867",2867,"Gelderland","2016 Q2",3,"15",3
"2868",2868,NA,NA,NA,NA,NA
"2869",2869,NA,NA,NA,NA,NA
"2870",2870,"Onbekend","2017 Q2",21,"15",21
"2871",2871,"Onbekend","2017 Q4",20,"15",20
"2872",2872,"Onbekend","2017 Q3",17,"15",17
"2873",2873,"Onbekend","2016 Q4",14,"15",14
"2874",2874,"Onbekend","2017 Q1",10,"15",10
"2875",2875,"Onbekend","2016 Q3",9,"15",9
"2876",2876,"Onbekend","2016 Q2",8,"15",8
"2877",2877,"Onbekend","2016 Q1",5,"15",5
"2878",2878,NA,NA,NA,NA,NA
"2879",2879,NA,NA,NA,NA,NA
"2880",2880,NA,NA,NA,NA,NA
"2881",2881,NA,NA,NA,NA,NA
"2882",2882,NA,NA,NA,NA,NA
"2883",2883,"Limburg","2016 Q3",21,"15",21
"2884",2884,"Limburg","2017 Q2",14,"15",14
"2885",2885,"Limburg","2016 Q2",12,"15",12
"2886",2886,"Limburg","2017 Q1",11,"15",11
"2887",2887,"Limburg","2017 Q3",11,"15",11
"2888",2888,"Limburg","2017 Q4",11,"15",11
"2889",2889,"Limburg","2016 Q4",8,"15",8
"2890",2890,NA,NA,NA,NA,NA
"2891",2891,"Limburg","2016 Q1",5,"15",5
"2892",2892,NA,NA,NA,NA,NA
"2893",2893,NA,NA,NA,NA,NA
"2894",2894,NA,NA,NA,NA,NA
"2895",2895,NA,NA,NA,NA,NA
"2896",2896,"Zuid Holland","2017 Q4",15,"15",15
"2897",2897,"Zuid Holland","2017 Q2",14,"15",14
"2898",2898,"Zuid Holland","2017 Q3",11,"15",11
"2899",2899,"Zuid Holland","2016 Q4",9,"15",9
"2900",2900,NA,NA,NA,NA,NA
"2901",2901,"Zuid Holland","2017 Q1",7,"15",7
"2902",2902,NA,NA,NA,NA,NA
"2903",2903,"Zuid Holland","2016 Q1",4,"15",4
"2904",2904,"Zuid Holland","2016 Q2",3,"15",3
"2905",2905,"Zuid Holland","2016 Q3",3,"15",3
"2906",2906,NA,NA,NA,NA,NA
"2907",2907,NA,NA,NA,NA,NA
"2908",2908,NA,NA,NA,NA,NA
"2909",2909,"Noord Holland","2017 Q2",12,"15",12
"2910",2910,"Noord Holland","2017 Q3",11,"15",11
"2911",2911,"Noord Holland","2017 Q4",11,"15",11
"2912",2912,"Noord Holland","2016 Q1",5,"15",5
"2913",2913,"Noord Holland","2016 Q2",5,"15",5
"2914",2914,"Noord Holland","2016 Q3",5,"15",5
"2915",2915,"Noord Holland","2016 Q4",5,"15",5
"2916",2916,"Noord Holland","2017 Q1",4,"15",4
"2917",2917,NA,NA,NA,NA,NA
"2918",2918,NA,NA,NA,NA,NA
"2919",2919,NA,NA,NA,NA,NA
"2920",2920,NA,NA,NA,NA,NA
"2921",2921,"Utrecht","2016 Q3",8,"15",8
"2922",2922,"Utrecht","2016 Q4",8,"15",8
"2923",2923,"Utrecht","2017 Q2",7,"15",7
"2924",2924,"Utrecht","2017 Q4",7,"15",7
"2925",2925,"Utrecht","2017 Q1",5,"15",5
"2926",2926,"Utrecht","2017 Q3",5,"15",5
"2927",2927,"Utrecht","2016 Q2",4,"15",4
"2928",2928,NA,NA,NA,NA,NA
"2929",2929,"Utrecht","2016 Q1",1,"15",1
"2930",2930,NA,NA,NA,NA,NA
"2931",2931,NA,NA,NA,NA,NA
"2932",2932,NA,NA,NA,NA,NA
"2933",2933,"Overijssel","2017 Q2",7,"15",7
"2934",2934,"Overijssel","2016 Q3",5,"15",5
"2935",2935,"Overijssel","2017 Q3",5,"15",5
"2936",2936,NA,NA,NA,NA,NA
"2937",2937,"Overijssel","2016 Q4",4,"15",4
"2938",2938,"Overijssel","2017 Q1",3,"15",3
"2939",2939,"Overijssel","2016 Q2",2,"15",2
"2940",2940,"Overijssel","2017 Q4",2,"15",2
"2941",2941,NA,NA,NA,NA,NA
"2942",2942,NA,NA,NA,NA,NA
"2943",2943,NA,NA,NA,NA,NA
"2944",2944,"Overijssel","2016 Q1",0,"15",0
"2945",2945,"Drenthe","2017 Q1",4,"15",4
"2946",2946,"Drenthe","2017 Q2",4,"15",4
"2947",2947,NA,NA,NA,NA,NA
"2948",2948,"Drenthe","2016 Q3",1,"15",1
"2949",2949,"Drenthe","2017 Q3",1,"15",1
"2950",2950,"Drenthe","2017 Q4",1,"15",1
"2951",2951,NA,NA,NA,NA,NA
"2952",2952,NA,NA,NA,NA,NA
"2953",2953,"Drenthe","2016 Q1",0,"15",0
"2954",2954,"Drenthe","2016 Q2",0,"15",0
"2955",2955,"Drenthe","2016 Q4",0,"15",0
"2956",2956,"Friesland","2016 Q4",3,"15",3
"2957",2957,"Friesland","2017 Q2",3,"15",3
"2958",2958,NA,NA,NA,NA,NA
"2959",2959,"Friesland","2016 Q1",1,"15",1
"2960",2960,"Friesland","2016 Q3",1,"15",1
"2961",2961,"Friesland","2017 Q1",1,"15",1
"2962",2962,NA,NA,NA,NA,NA
"2963",2963,NA,NA,NA,NA,NA
"2964",2964,"Friesland","2016 Q2",0,"15",0
"2965",2965,"Groningen","2017 Q2",2,"15",2
"2966",2966,NA,NA,NA,NA,NA
"2967",2967,"Groningen","2016 Q3",1,"15",1
"2968",2968,"Groningen","2017 Q1",1,"15",1
"2969",2969,"Groningen","2017 Q3",1,"15",1
"2970",2970,"Groningen","2017 Q4",1,"15",1
"2971",2971,"Groningen","2016 Q4",0,"15",0
"2972",2972,NA,NA,NA,NA,NA
"2973",2973,"Zeeland","2016 Q1",1,"15",1
"2974",2974,"Zeeland","2016 Q2",1,"15",1
